课程代码,课程名称,课程英文名称,课程性质,开课学院,任课老师,学分,起止周,上课地点,上课时间,班级
BST900,计量经济学（英）,Econometrics(English),专业必修课,经济与管理研究院,杨雨豪,3.0,1-17,F104;F104,"周三第5,6节{第1-17周};周三第7节{第1-17周}",2023级金融学（经管国际化创新实验班）
FIT507,计算机操作系统,Computer Operating System,专业方向课,金融学院,李玉军,3.0,1-12,H104;H104;H104,"周三第5,6节{第1-12周};周三第7节{第1-12周};周三第8节{第1-12周}",2022级金融学（智能金融与区块链金融）
JTC033,计算机科学与技术毕业论文,Graduatin Thesis in Computer Science and Technology,实践环节课,计算机与人工智能学院,杨御龙,8.0,1-17,,,2021级计算机科学与技术
JTC030,计算机科学与技术毕业实习,Graduatin Internship in Computer Science and Technology,实践环节课,计算机与人工智能学院,杨御龙,6.0,1-17,,,2021级计算机科学与技术
CST901,计算机网络（英）,Computer Networks(English),专业必修课,计算机与人工智能学院,谈进,3.0,1-17,C207,"周一第10,11,12节{第1-17周}",2023级信息管理与信息系统
CST121,计算机与大数据基础,Basis Of Computer And Big Data,通识核心课,计算机与人工智能学院,邱江涛,2.0,1-17,D104,"周二第1,2节{第1-17周}",2024级法学（法学与金融学双学位）
CST121,计算机与大数据基础,Basis Of Computer And Big Data,通识核心课,计算机与人工智能学院,邱江涛,2.0,1-17,D104,"周二第3,4节{第1-17周}",2024级法学
CST121,计算机与大数据基础,Basis Of Computer And Big Data,通识核心课,计算机与人工智能学院,张英,2.0,1-17,D103,"周二第1,2节{第1-17周}",2024级法学（法学与金融学双学位）
CST121,计算机与大数据基础,Basis Of Computer And Big Data,通识核心课,计算机与人工智能学院,张英,2.0,1-17,D103,"周二第3,4节{第1-17周}",2024级法学
CST121,计算机与大数据基础,Basis Of Computer And Big Data,通识核心课,计算机与人工智能学院,周亚晶,2.0,1-17,D104,"周四第3,4节{第1-17周}",2024级汉语言文学
CST121,计算机与大数据基础,Basis Of Computer And Big Data,通识核心课,计算机与人工智能学院,周亚晶,2.0,1-17,D104,"周四第8,9节{第1-17周}",2024级财政学类
FIT403,计算机组成原理,Principles of Computer Organization,大学科基础课,计算机与人工智能学院,陈姚,3.0,1-17,H110;H110,"周一第1,2节{第1-17周};周一第3节{第1-17周}",2023级计算机科学与技术
FIT403,计算机组成原理,Principles of Computer Organization,大学科基础课,计算机与人工智能学院,马奥,3.0,1-17,H111;H111,"周一第1,2节{第1-17周};周一第3节{第1-17周}",2023级计算机科学与技术
CST214,计算金融,Computational Finance,专业方向课,金融学院,童牧,3.0,1-17,I301;I301,"周四第5,6节{第1-17周};周四第7节{第1-17周}",2022级金融工程
FIN934,计算金融（英）,Computational Finance(English),专业方向课,经济与管理研究院,马思远/张钰,3.0,1-17,H210;H210,"周二第1,2节{第1-17周};周二第3节{第1-17周}",2022级会计学（经管国际化创新实验班）
FIN934,计算金融（英）,Computational Finance(English),专业方向课,经济与管理研究院,张钰/马思远,3.0,1-17,C103;C103,"周一第1,2节{第1-17周};周一第3节{第1-17周}",2022级会计学（经管国际化创新实验班）
FIN934,计算金融（英）,Computational Finance(English),专业方向课,经济与管理研究院,张钰/马思远,3.0,1-17,B105;B105,"周一第5,6节{第1-17周};周一第7节{第1-17周}",2022级会计学（经管国际化创新实验班）
IMS110,计算金融毕业论文,Graduation Thesis of Computing Finance,实践环节课,数学学院,张洋铭,8.0,1-17,,,2021级计算金融
IMS106,计算金融毕业实习,Graduation Internship of Computing Finance,实践环节课,数学学院,张洋铭,6.0,1-17,,,2021级计算金融
STA303,计算统计,Computational Statistics,大学科基础课,统计学院,郭斌/林华珍,3.0,1-17,E202;E202,"周三第5,6节{第1-17周};周三第7节{第1-17周}",2022级数据科学与大数据技术
JNL312,纪录片创作,Directing the Documentary,专业方向课,人文与艺术学院,张陆,3.0,1-17,H212;H212,"周四第7节{第1-17周};周四第8,9节{第1-17周}",2023级新闻学（数字传播实验班）
SFS504,家庭理财实务,Household Finance Practice,专业方向课,金融学院,李凤,3.0,1-17,C406,"周二第10,11,12节{第1-17周}",2022级金融学（证券与期货方向）
ECO934,健康经济学（英）,Health Economics (English),专业方向课,经济与管理研究院,栾梦娜,3.0,1-17,B401,"周二第10,11,12节{第1-17周}",2022级会计学（经管国际化创新实验班）
MTA200,接待业服务与运作管理,Hospitality Service and Operation Management,专业方向课,工商管理学院,徐晓炜/廖治学/施思/温俊杰/廖春华,3.0,1-17,J108,"周三第10,11,12节{第1-17周}",2022级旅游管理（数字文旅）
LAW318,金融法,Financial Law,专业方向课,法学院,谈李荣,3.0,1-17,E104,"周一第10,11,12节{第1-17周}",2022级法学
FEG404,金融风险管理,Financial Risk Management,大学科基础课,金融学院,牛子龙,3.0,1-17,B402,"周四第10,11,12节{第1-17周}",2022级数学与应用数学（数学与经济学双学位）
FEG404,金融风险管理,Financial Risk Management,专业方向课,金融学院,温晓倩,3.0,1-17,H315;H315,"周二第1,2节{第1-17周};周二第3节{第1-17周}",2022级人工智能（智能金融光华实验班）
FEG404,金融风险管理,Financial Risk Management,专业方向课,金融学院,温晓倩,3.0,1-17,B204;B204,"周一第1,2节{第1-17周};周一第3节{第1-17周}",2022级计算金融
FEG404,金融风险管理,Financial Risk Management,专业必修课,金融学院,肖锐/洪正,3.0,1-17,B206;B206,"周二第1,2节{第1-17周};周二第3节{第1-17周}",2022级经济统计学（金融统计与风险管理光华实验班）
FEG404,金融风险管理,Financial Risk Management,专业方向课,金融学院,杨自营,3.0,1-17,H213;H213,"周一第5,6节{第1-17周};周一第7节{第1-17周}",2022级保险学（精算双语实验班）
MKT401,金融服务营销,Financial Service Marketing,专业必修课,工商管理学院,陈鑫,3.0,1-17,C303,"周二第10,11,12节{第1-17周}",2023级市场营销（金融服务与营销）
MKT401,金融服务营销,Financial Service Marketing,专业方向课,工商管理学院,陈鑫,3.0,1-17,B107,"周一第10,11,12节{第1-17周}",2023级市场营销
MKT401,金融服务营销,Financial Service Marketing,专业必修课,工商管理学院,古韬,3.0,1-17,J201,"周二第10,11,12节{第1-17周}",2023级市场营销（金融服务与营销）
MKT401,金融服务营销,Financial Service Marketing,专业必修课,工商管理学院,古韬,3.0,1-17,C405,"周一第10,11,12节{第1-17周}",2023级市场营销（金融服务与营销）
FEG514,金融工程理论与实务,Theory and Practice of Financial Engineering,实践环节课,金融学院,王卓,3.0,1-17,I104;I104,"周一第1,2节{第1-17周};周一第3节{第1-17周}",2022级金融工程
FEG514,金融工程理论与实务,Theory and Practice of Financial Engineering,实践环节课,金融学院,王卓,3.0,1-17,I202,"周一第10,11,12节{第1-17周}",2022级金融工程
SFS306,金融机构与市场,Financial Institutions And Markets,专业必修课,金融学院,何超然,3.0,1-17,C502,"周三第10,11,12节{第1-17周}",2023级金融学（证券与期货方向）
SFS306,金融机构与市场,Financial Institutions And Markets,专业必修课,金融学院,何超然,3.0,1-17,C405;C405,"周三第5,6节{第1-17周};周三第7节{第1-17周}",2022级金融学（证券与期货方向）
FEG403,金融计量学,Financial Econometrics,专业必修课,金融学院,罗荣华,3.0,1-17,B301;B301,"周二第1,2节{第1-17周};周二第3节{第1-17周}",2022级金融学（大数据与财富管理光华实验班）
FEG403,金融计量学,Financial Econometrics,专业必修课,金融学院,宁炜,3.0,2-17,J201;J201,"周日第1,2节{第2-17周};周日第3节{第2-17周}",辅修课
FEG403,金融计量学,Financial Econometrics,专业必修课,金融学院,许致维/冯用富,3.0,1-17,J111;J111,"周一第5,6节{第1-17周};周一第7节{第1-17周}",2022级金融学（证券与期货方向）
FEG403,金融计量学,Financial Econometrics,专业必修课,金融学院,许致维/张滕,3.0,1-17,J111,"周一第10,11,12节{第1-17周}",2022级金融学（证券与期货方向）
FEG403,金融计量学,Financial Econometrics,专业必修课,金融学院,覃依依,3.0,1-17,H203,"周三第10,11,12节{第1-17周}",2022级金融学
FEG403,金融计量学,Financial Econometrics,专业必修课,金融学院,覃依依,3.0,1-17,H102,"周四第10,11,12节{第1-17周}",2022级金融学
FEG403,金融计量学,Financial Econometrics,专业必修课,金融学院,覃依依,3.0,1-17,H102;H102,"周四第5,6节{第1-17周};周四第7节{第1-17周}",2022级金融学
FEG515,金融计量学Ⅰ,Financial Econometrics I,专业方向课,金融学院,陈勇,3.0,1-16,,,2023级金融学（智能金融与区块链金融）
FEG515,金融计量学Ⅰ,Financial Econometrics I,专业必修课,金融学院,林锐,3.0,1-17,C305,"周三第10,11,12节{第1-17周}",2023级金融科技
FEG516,金融计量学Ⅱ,Financial Econometrics Ⅱ,专业方向课,金融学院,潘志远,3.0,1-17,B304;B304,"周五第5,6节{第1-17周};周五第7节{第1-17周}",2022级金融工程
FIN514,金融科技,Fintech,专业方向课,工商管理学院,徐亮/徐敏/罗潇潇/吴裕珠/熊健/高歌/寇纲,3.0,1-17,C307;C307,"周一第1,2节{第1-17周};周一第3节{第1-17周}",2023级工商管理
FIN514,金融科技,Fintech,专业方向课,工商管理学院,徐亮/赵奕奕/罗潇潇/吴裕珠/熊健/高歌/寇纲,3.0,1-17,H309;H309,"周四第5,6节{第1-17周};周四第7节{第1-17周}",2023级工商管理（双语实验班）
FIN514,金融科技,Fintech,专业方向课,工商管理学院,徐亮/赵奕奕/罗潇潇/吴裕珠/熊健/高歌/寇纲,3.0,1-17,C301;C301,"周五第1,2节{第1-17周};周五第3节{第1-17周}",2023级供应链管理
FIN514,金融科技,Fintech,专业方向课,金融学院,贺镜宾,3.0,1-17,C307,"周四第10,11,12节{第1-17周}",2023级金融学（双语实验班）
FIN514,金融科技,Fintech,专业方向课,金融学院,胡俊,3.0,1-17,C306,"周一第10,11,12节{第1-17周}",2022级计算金融
FIN514,金融科技,Fintech,实践环节课,金融学院,胡俊,3.0,1-17,H311;H311,"周一第5,6节{第1-17周};周一第7节{第1-17周}",2023级信用管理
FIN514,金融科技,Fintech,实践环节课,金融学院,华夏,3.0,1-17,B103,"周四第10,11,12节{第1-17周}",2022级信用管理
CST339,金融科技基础,Basics of Financial Technology,专业方向课,计算机与人工智能学院,李庆,3.0,1-17,H209;H209,"周一第5,6节{第1-17周};周一第7节{第1-17周}",2023级人工智能
CST339,金融科技基础,Basics of Financial Technology,专业方向课,计算机与人工智能学院,邢容,3.0,1-17,E303;E303,"周四第1,2节{第1-17周};周四第3节{第1-17周}",2023级计算机科学与技术
CST339,金融科技基础,Basics of Financial Technology,专业方向课,计算机与人工智能学院,邢容,3.0,1-17,F103;F103,"周四第7节{第1-17周};周四第8,9节{第1-17周}",2023级计算机科学与技术
SFS505,金融市场微观结构,Financial Market Microstructure,专业方向课,金融学院,刘亚辉,3.0,1-17,H112,"周四第10,11,12节{第1-17周}",2022级金融学（证券与期货方向）
FEG408,金融数据分析与编程,Financial Data Analysis and Programming,专业方向课,金融学院,申宇,3.0,1-17,I104;I104,"周四第5,6节{第1-17周};周四第7节{第1-17周}",2023级金融学（双语实验班）
FEG408,金融数据分析与编程,Financial Data Analysis and Programming,专业方向课,金融学院,许志,3.0,1-17,I204,"周三第10,11,12节{第1-17周}",2023级金融学（双语实验班）
FEG813,金融数学（双语）,Financial Mathematics（Bilingual）,专业必修课,金融学院,杨维,3.0,1-17,H401;H401,"周二第1,2节{第1-17周};周二第3节{第1-17周}",2023级保险学（精算双语实验班）
MAT107,金融数学毕业论文,Graduation Thesis of Financial Mathmatics,实践环节课,数学学院,张洋铭,8.0,1-17,,,2021级金融数学
MAT104,金融数学毕业实习,Graduation Internship of Financial Mathmatics,实践环节课,数学学院,张洋铭,6.0,1-17,,,2021级金融数学
FMT507,金融投资与资本运作,Security investment and issuance,专业方向课,会计学院,雷雷,3.0,1-17,H403,"周四第10,11,12节{第1-17周}",2022级会计学（注册会计师专门化方向）
FMT507,金融投资与资本运作,Security investment and issuance,专业方向课,会计学院,雷雷,3.0,1-17,H402,"周一第10,11,12节{第1-17周}",2022级会计学（大数据会计）
FMT507,金融投资与资本运作,Security investment and issuance,专业方向课,会计学院,雷雷,3.0,1-17,H404;H404,"周一第5,6节{第1-17周};周一第7节{第1-17周}",2022级会计学（大数据会计光华实验班）
FMT507,金融投资与资本运作,Security investment and issuance,专业方向课,会计学院,刘洋,3.0,1-17,C501;C501,"周五第5,6节{第1-17周};周五第7节{第1-17周}",2022级会计学（双语实验班）
IMS203,金融智能,Finance Intelligence,专业必修课,金融学院,田正磊,3.0,1-17,H103;H103,"周三第1,2节{第1-17周};周三第3节{第1-17周}",2022级金融工程
IMS203,金融智能,Finance Intelligence,专业必修课,金融学院,田正磊,3.0,1-17,H103;H103,"周三第5,6节{第1-17周};周三第7节{第1-17周}",2022级金融工程
IMS901,金融智能（英）,Finance Intelligence(English),专业方向课,管理科学与工程学院,王涛,3.0,1-17,I301;I301,"周三第5,6节{第1-17周};周三第7节{第1-17周}",2022级电子商务
MAT108,金数实验班毕业论文,Graduation Thesis of Financial Mathmatics Experimental Class,实践环节课,数学学院,张洋铭,8.0,1-17,,,2021级数学与应用数学（金融数学光华实验班）
MAT105,金数实验班毕业实习,Graduation Internship of Financial Mathematics Experimental Class,实践环节课,数学学院,张洋铭,6.0,1-17,,,2021级数学与应用数学（金融数学光华实验班）
MAT109,金数实验班辅修毕业论文,Minor Graduation Thesis of Financial Mathmatics Experimental Class,实践环节课,数学学院,张洋铭,8.0,1-17,,,2021级数学与应用数学（金融数学光华实验班）
OPT105,近现代国际关系史：从文艺复兴到1945,History of Modern International Relations -from the Renaissance to 1945,专业方向课,国际商学院,王翔宇,3.0,1-17,B401;B401,"周二第1,2节{第1-17周};周二第3节{第1-17周}",2022级国际经济与贸易（国际组织人才光华实验班）
INS322,精算软件与保险科技,Actuarial Software and Insurance Technology,专业方向课,金融学院,王吟之,3.0,1-17,H109;H109,"周四第5,6节{第1-17周};周四第7节{第1-17周}",2022级保险学（精算双语实验班）
INS322,精算软件与保险科技,Actuarial Software and Insurance Technology,专业方向课,金融学院,王吟之,3.0,1-17,C404;C404,"周五第1,2节{第1-17周};周五第3节{第1-17周}",2022级精算学
ECC112,经管实验班毕业论文,Graduation Thesis of Management Experimental Class,实践环节课,经济与管理研究院,聂凤,8.0,1-17,,,2021级金融学（经管国际化创新实验班）
ECC112,经管实验班毕业论文,Graduation Thesis of Management Experimental Class,实践环节课,经济与管理研究院,聂凤,8.0,1-17,,,2021级金融学（经管国际化创新实验班）
